date,link,title
2016-01-07 00:03:00,cz/clanky/projev-prezidenta-republiky-pri-setkani-se-zastupiteli-karlovarskeho-kraje-502533.htm,Projev prezidenta republiky při setkání se zastupiteli Karlovarského kraje
2016-01-04 00:03:00,cz/clanky/projev-prezidenta-republiky-pri-podpisu-dokumentu-resicich-restitucni-naroky-287452.htm,Projev prezidenta republiky při podpisu dokumentů řešících restituční nároky
2016-01-26 00:02:00,cz/clanky/projev-prezidenta-republiky-pri-tiskove-konferenci-k-ukonceni-navstevy-libereckeho-kraje-981750.htm,Projev prezidenta republiky při tiskové konferenci k ukončení návštěvy Libereckého kraje
2016-01-24 00:02:00,cz/clanky/projev-prezidenta-republiky-pri-setkani-se-zastupiteli-libereckeho-kraje-845344.htm,Projev prezidenta republiky při setkání se zastupiteli Libereckého kraje
2016-01-24 00:02:00,cz/clanky/projev-prezidenta-republiky-na-technicke-univerzite-v-liberci-150885.htm,Projev prezidenta republiky na Technické univerzitě v Liberci
2016-01-18 00:02:00,cz/clanky/projev-prezidenta-republiky-pri-tiskove-konferenci-k-navsteve-prezidenta-slovinske-republiky-v-cr-106706.htm,Projev prezidenta republiky při tiskové konferenci k návštěvě prezidenta Slovinské republiky v ČR
2016-01-17 00:02:00,cz/clanky/projev-prezidenta-republiky-pri-predavani-oceneni-vitezum-salonu-vin-–-narodni-souteze-vin-cr-994160.htm,Projev prezidenta republiky při předávání ocenění vítězům Salonu vín – Národní soutěže vín ČR.
2016-01-12 00:02:00,cz/clanky/projev-prezidenta-republiky-pri-konferenci-„socialna-demokracia-v-21-storoci-–-bez-skrtov-a-blizsie-k-ludom“-492506.htm,Projev prezidenta republiky při konferenci „Sociálna demokracia v 21. storočí – bez škrtov a bližšie k luďom!“
2016-01-10 00:02:00,cz/clanky/projev-prezidenta-republiky-pri-setkani-s-obcany-kornatic-373485.htm,Projev prezidenta republiky při setkání s občany Kornatic
2016-01-10 00:02:00,cz/clanky/projev-prezidenta-republiky-pri-tiskove-konferenci-k-ukonceni-navstevy-plzenskeho-kraje-474395.htm,Projev prezidenta republiky při tiskové konferenci k ukončení návštěvy Plzeňského kraje
2016-01-09 00:02:00,cz/clanky/projev-prezidenta-republiky-pri-setkani-se-studenty-klatovských-strednich-skol-957480.htm,Projev prezidenta republiky při setkání se studenty klatovských středních škol
2016-01-08 00:02:00,cz/clanky/projev-prezidenta-republiky-pri-setkani-se-zastupiteli-plzenskeho-kraje-945366.htm,Projev prezidenta republiky při setkání se zastupiteli Plzeňského kraje
2016-01-28 00:01:00,cz/clanky/projev-prezidenta-republiky-pri-„setkani-lidru-ceskeho-exportu-2016“-197390.htm,Projev prezidenta republiky při „Setkání lídrů českého exportu 2016“
2016-01-27 00:01:00,cz/clanky/projev-prezidenta-republiky-pri-tiskove-konferenci-k-ukonceni-navstevy-jihomoravskeho-kraje-980067.htm,Projev prezidenta republiky při tiskové konferenci k ukončení návštěvy Jihomoravského kraje
2016-01-26 00:01:00,cz/clanky/projev-prezidenta-republiky-pri-navsteve-domovu-s-hospicovou-peci-v-ujezde-u-brna-403556.htm,Projev prezidenta republiky při návštěvě domovu s hospicovou péčí v Újezdě u Brna
2016-01-26 00:01:00,cz/clanky/projev-prezidenta-republiky-pri-setkani-s-obcany-slavkova-u-brna-823379.htm,Projev prezidenta republiky při setkání s občany Slavkova u Brna
2016-01-25 00:01:00,cz/clanky/projev-prezidenta-republiky-pri-setkani-se-zastupiteli-jihomoravskeho-kraje-757613.htm,Projev prezidenta republiky při setkání se zastupiteli Jihomoravského kraje
2016-01-25 00:01:00,cz/clanky/projev-prezidenta-republiky-pri-setkani-s-obcany-tisnova.htm,Projev prezidenta republiky při setkání s občany Tišnova
2016-01-22 00:01:00,cz/clanky/projev-prezidenta-republiky-pri-prezidentskem-plesu-786821.htm,Projev prezidenta republiky při prezidentském plesu
2016-01-05 00:01:00,cz/clanky/projev-prezidenta-republiky-pri-slavnostnim-otevreni-luzkoveho-hospice-libereckeho-kraje-142020.htm,Projev prezidenta republiky při slavnostním otevření Lůžkového hospice Libereckého kraje
2015-01-17 00:12:00,cz/clanky/projev-prezidenta-republiky-pri-predavani-financniho-daru-fondu-ohrozených-deti-125384.htm,Projev prezidenta republiky při předávání finančního daru Fondu ohrožených dětí
2015-01-13 00:12:00,cz/clanky/projev-prezidenta-republiky-pri-prohlidce-legiovlaku.htm,Projev prezidenta republiky při prohlídce Legiovlaku
2015-01-09 00:12:00,cz/clanky/projev-prezidenta-republiky-pri-tiskove-konferenci-k-ukonceni-navstevy-usteckeho-kraje-138656.htm,Projev prezidenta republiky při tiskové konferenci k ukončení návštěvy Ústeckého kraje
2015-01-09 00:12:00,cz/clanky/projev-prezidenta-republiky-pri-setkani-s-obcany-kadane-471272.htm,Projev prezidenta republiky při setkání s občany Kadaně
2015-01-07 00:12:00,cz/clanky/projev-prezidenta-republiky-pri-setkani-se-zastupiteli-usteckeho-kraje-148490.htm,Projev prezidenta republiky při setkání se zastupiteli Ústeckého kraje
2015-01-07 00:12:00,cz/clanky/projev-prezidenta-republiky-pri-setkani-s-obcany-benesova-nad-ploucnici-903124.htm,Projev prezidenta republiky při setkání s občany Benešova nad Ploučnicí
2015-01-02 00:12:00,cz/clanky/projev-prezidenta-republiky-pri-tiskove-konferenci-k-navsteve-prezidentky-korejske-republiky-v-cr-954362.htm,Projev prezidenta republiky při tiskové konferenci k návštěvě prezidentky Korejské republiky v ČR
2015-01-02 00:12:00,cz/clanky/projev-prezidenta-republiky-pri-cesko-korejskem-podnikatelskem-seminari-981482.htm,Projev prezidenta republiky při česko-korejském podnikatelském semináři
2015-01-24 00:11:00,cz/clanky/projev-prezidenta-republiky-pri-velitelskem-shromazdeni-nacelnika-generalniho-stabu-acr-810382.htm,Projev prezidenta republiky při velitelském shromáždění náčelníka Generálního štábu AČR
2015-01-17 00:11:00,cz/clanky/projev-prezidenta-republiky-pri-vzpominkovem-aktu-udalosti-17-listopadu.htm,Projev prezidenta republiky při vzpomínkovém aktu událostí 17. listopadu
2015-01-12 00:11:00,cz/clanky/projev-prezidenta-republiky-pri-tiskove-konferenci-s-predstaviteli-justicnich-organu-231107.htm,Projev prezidenta republiky při tiskové konferenci s představiteli justičních orgánů
2015-01-10 00:11:00,cz/clanky/-projev-prezidenta-republiky-pri-setkani-se-zastupci-cmkos.htm, Projev prezidenta republiky při setkání se zástupci ČMKOS
2015-01-10 00:11:00,cz/clanky/projev-prezidenta-republiky-pri-„china-investment-forum-2015“-127015.htm,Projev prezidenta republiky při „China Investment Forum 2015“
2015-01-07 00:11:00,cz/clanky/projev-prezidenta-republiky-na-programove-konferenci-spo.htm,Projev prezidenta republiky na programové konferenci SPO
2015-01-04 00:11:00,cz/clanky/projev-prezidenta-republiky-pri-setkani-s-obcany-mesta-lanskroun-951648.htm,Projev prezidenta republiky při setkání s občany města Lanškroun
2015-01-04 00:11:00,cz/clanky/projev-prezidenta-republiky-pri-tiskove-konferenci-k-ukonceni-navstevy-pardubickeho-kraje-308595.htm,Projev prezidenta republiky při tiskové konferenci k ukončení návštěvy Pardubického kraje
2015-01-03 00:11:00,cz/clanky/projev-prezidenta-republiky-pri-setkani-s-obcany-zamberku-903349.htm,Projev prezidenta republiky při setkání s občany Žamberku
2015-01-02 00:11:00,cz/clanky/projev-prezidenta-republiky-pri-setkani-s-krajskými-zastupiteli-pardubickeho-kraje-143494.htm,Projev prezidenta republiky při setkání s krajskými zastupiteli Pardubického kraje
2015-01-28 00:10:00,cz/clanky/projev-prezidenta-republiky-pri-prisaze-vojaku-armady-ceske-republiky-847331.htm,Projev prezidenta republiky při přísaze vojáků Armády České republiky
2015-01-28 00:10:00,cz/clanky/projev-prezidenta-republiky-pri-jmenovani-nových-generalu-584863.htm,Projev prezidenta republiky při jmenování nových generálů
2015-01-28 00:10:00,cz/clanky/projev-prezidenta-republiky-behem-slavnostniho-ceremonialu-udeleni-statniho-vyznamenani-ceske-republiky-ve-vladislavskem-sale--748469.htm,Projev prezidenta republiky během slavnostního ceremoniálu udělení státního vyznamenání České republiky ve Vladislavském sále 
2015-01-21 00:10:00,cz/clanky/projev-prezidenta-republiky-na-tiskove-konferenci-pri-statni-navsteve-prezidenta-statu-izrael-904593.htm,Projev prezidenta republiky na tiskové konferenci při státní návštěvě prezidenta Státu Izrael
2015-01-16 00:10:00,cz/clanky/projev-prezidenta-republiky-pri-tiskove-konferenci-na-zaver-navstevy-zlinskeho-kraje-237169.htm,Projev prezidenta republiky při tiskové konferenci na závěr návštěvy Zlínského kraje
2015-01-16 00:10:00,cz/clanky/projev-prezidenta-republiky-pri-setkani-s-obcany-mesta-holesov-424164.htm,Projev prezidenta republiky při setkání s občany města Holešov
2015-01-15 00:10:00,cz/clanky/projev-prezidenta-republiky-pri-setkani-s-obcany-mesta-slavicin-804131.htm,Projev prezidenta republiky při setkání s občany města Slavičín
2015-01-15 00:10:00,cz/clanky/projev-prezidenta-republiky-pri-setkani-s-obcany-roznova-pod-radhostem-838327.htm,Projev prezidenta republiky při setkání s občany Rožnova pod Radhoštěm
2015-01-14 00:10:00,cz/clanky/projev-prezidenta-republiky-pri-setkani-s-krajskými-zastupiteli-zlinskeho-kraje-732386.htm,Projev prezidenta republiky při setkání s krajskými zastupiteli Zlínského kraje
2015-01-14 00:10:00,cz/clanky/projev-prezidenta-republiky-pri-setkani-s-obcany-obce-zdounky-612001.htm,Projev prezidenta republiky při setkání s občany obce Zdounky
2015-01-09 00:10:00,cz/clanky/projev-prezidenta-republiky-pri-tiskove-konferenci-summitu-prezidentu-zemi-v4-166159.htm,Projev prezidenta republiky při tiskové konferenci summitu prezidentů zemí V4
2015-01-01 00:10:00,cz/clanky/projev-prezidenta-republiky-pri-setkani-s-hejtmany-kraju-301066.htm,Projev prezidenta republiky při setkání s hejtmany krajů
2015-01-01 00:10:00,cz/clanky/projev-prezidenta-republiky-pri-setkani-s-radou-senioru-539755.htm,Projev prezidenta republiky při setkání s Radou seniorů
2015-01-29 00:09:00,cz/clanky/projev-prezidenta-republiky-pri-70-zasedani-valneho-shromazdeni-organizace-spojených-narodu.htm,Projev prezidenta republiky při 70. zasedání Valného shromáždění Organizace spojených národů
2015-01-24 00:09:00,cz/clanky/projev-prezidenta-republiky-pri-setkani-s-obcany-vysni-lhoty-123548.htm,Projev prezidenta republiky při setkání s občany Vyšní Lhoty
2015-01-24 00:09:00,cz/clanky/projev-prezidenta-republiky-pri-tiskove-konferenci-k-ukonceni-navstevy-moravskoslezskeho-kraje-632768.htm,Projev prezidenta republiky při tiskové konferenci k ukončení návštěvy Moravskoslezského kraje
2015-01-23 00:09:00,cz/clanky/projev-prezidenta-republiky-pri-setkani-se-zamestnanci-trineckých-zelezaren-754259.htm,Projev prezidenta republiky při setkání se zaměstnanci Třineckých železáren
2015-01-23 00:09:00,cz/clanky/projev-prezident-republiky-pri-setkani-s-obcany-jablunkova-68494.htm,Projev prezident republiky při setkání s občany Jablunkova
2015-01-23 00:09:00,cz/clanky/projev-prezidenta-republiky-na-setkani-s-obcany-trince-75496.htm,Projev prezidenta republiky na setkání s občany Třince
2015-01-22 00:09:00,cz/clanky/projev-prezidenta-republiky-pri-setkani-s-krajskými-zastupiteli-moravskoslezskeho-kraje-113841.htm,Projev prezidenta republiky při setkání s krajskými zastupiteli Moravskoslezského kraje
2015-01-22 00:09:00,cz/clanky/projev-prezidenta-republiky-pri-setkani-s-obcany-frýdku-mistku-85876.htm,Projev prezidenta republiky při setkání s občany Frýdku-Místku
2015-01-21 00:09:00,cz/clanky/projev-prezidenta-republiky-pri-krtu-knihy-herberta-slavika-o-prazskem-hrade-563187.htm,Projev prezidenta republiky při křtu knihy Herberta Slavíka o Pražském hradě
2015-01-14 00:09:00,cz/clanky/projev-prezidenta-republiky-pri-zahajeni-57-mezinarodniho-strojirenskeho-veletrhu-203806.htm,Projev prezidenta republiky při zahájení 57. Mezinárodního strojírenského veletrhu
2015-01-10 00:09:00,cz/clanky/projev-prezidenta-republiky-pri-oslave-statniho-svatku-slovenske-republiky-–-dni-ustavy-784405.htm,Projev prezidenta republiky při oslavě státního svátku Slovenské republiky – Dni ústavy
2015-01-09 00:09:00,cz/clanky/projev-prezidenta-republiky-pri-tiskove-konferenci-k-jednani-vlady-944505.htm,Projev prezidenta republiky při tiskové konferenci k jednání vlády
2015-01-01 00:09:00,cz/clanky/projev-prezidenta-republiky-pri-zahajeni-skolniho-roku-530802.htm,Projev prezidenta republiky při zahájení školního roku
2015-01-31 00:08:00,cz/clanky/projev-prezidenta-republiky-pri-slavnostnim-otevreni-pobocky-bank-of-china-v-cr-892185.htm,Projev prezidenta republiky při slavnostním otevření pobočky Bank of China v ČR
2015-01-31 00:08:00,cz/clanky/projev-prezidenta-republiky-pri-tiskove-konferenci-prezidenta-republiky-336191.htm,Projev prezidenta republiky při tiskové konferenci prezidenta republiky
2015-01-25 00:08:00,cz/clanky/projev-prezidenta-republiky-pri-prijeti-vedoucich-zastupitelských-uradu-cr-v-zahranici-221283.htm,Projev prezidenta republiky při přijetí vedoucích zastupitelských úřadu ČR v zahraničí
2015-01-13 00:07:00,cz/clanky/projev-prezidenta-republiky-pri-odhaleni-busty-francouzskeho-prezidenta-mitterranda-124736.htm,Projev prezidenta republiky při odhalení busty francouzského prezidenta Mitterranda
2015-01-26 00:06:00,cz/clanky/projev-prezidenta-republiky-na-tiskove-konferenci-k-ukonceni-navstevy-kraje-vysocina-682663.htm,Projev prezidenta republiky na tiskové konferenci k ukončení návštěvy Kraje Vysočina
2015-01-24 00:06:00,cz/clanky/projev-prezidenta-republiky-pri-setkani-s-krajskými-zastupiteli-kraje-vysocina-863550.htm,Projev prezidenta republiky při setkání s krajskými zastupiteli Kraje Vysočina
2015-01-24 00:06:00,cz/clanky/projev-prezidenta-republiky-pri-setkani-s-obcany-v-novem-veseli-224200.htm,Projev prezidenta republiky při setkání s občany v Novém Veselí
2015-01-19 00:06:00,cz/clanky/projev-prezidenta-republiky-pri-29-schuzi-poslanecke-snemovny-parlamentu-cr.htm,Projev prezidenta republiky při 29. schůzi Poslanecké sněmovny Parlamentu ČR
2015-01-17 00:06:00,cz/clanky/projev-prezidenta-republiky-pri-jmenovani-ministryne-skolstvi-mladeze-a-telovýchovy-124536.htm,"Projev prezidenta republiky při jmenování ministryně školství, mládeže a tělovýchovy"
2015-01-17 00:06:00,cz/clanky/projev-prezidenta-republiky-pri-slavnostni-veceri-poradane-pri-prilezitosti-summitu-ministru-zdravotnictvi-cinske-lidove-republiky-a-ceske-republiky.htm,Projev prezidenta republiky při slavnostní večeři pořádané při příležitosti summitu ministrů zdravotnictví Čínské lidové republiky a České republiky
2015-01-05 00:06:00,cz/clanky/projev-prezidenta-republiky-pri-ceremonialu-k-ucteni-pamatky-mistra-jana-husa.htm,Projev prezidenta republiky při ceremoniálu k uctění památky mistra Jana Husa
2015-01-01 00:06:00,cz/clanky/projev-prezidenta-republiky-pri-setkani-s-krajskými-zastupiteli-jihoceskeho-kraje.htm,Projev prezidenta republiky při setkání s krajskými zastupiteli Jihočeského kraje
2015-01-28 00:05:00,cz/clanky/projev-prezidenta-republiky-na-xxvii-snemu-hospodarske-komory-cr-607136.htm,Projev prezidenta republiky na XXVII. sněmu Hospodářské komory ČR
2015-01-17 00:05:00,cz/clanky/projev-prezidenta-republiky-na-terezinske-tryzne-994709.htm,Projev prezidenta republiky na Terezínské tryzně
2015-01-15 00:05:00,cz/clanky/projev-prezidenta-republiky-na-tiskove-konferenci-k-ukonceni-navstevy-olomouckeho-kraje-473860.htm,Projev prezidenta republiky na tiskové konferenci k ukončení návštěvy Olomouckého kraje
2015-01-13 00:05:00,cz/clanky/projev-prezidenta-republiky-pri-setkani-se-zastupiteli-olomouckeho-kraje-984576.htm,Projev prezidenta republiky při setkání se zastupiteli Olomouckého kraje
2015-01-11 00:05:00,cz/clanky/projev-prezidenta-republiky-na-tiskove-konferenci-pri-statni-navsteve-vietnamskeho-prezidenta-v-ceske-republice.htm,Projev prezidenta republiky na tiskové konferenci při státní návštěvě vietnamského prezidenta v České republice
2015-01-05 00:05:00,cz/clanky/projev-prezidenta-republiky-pri-slavnostnim-shromazdeni-konanem-pri-prilezitost-70-výroci-ukonceni-druhe-svetove-valky-a-ucteni-pamatky-padlých-vojaku-163804.htm,Projev prezidenta republiky při slavnostním shromáždění konaném při příležitost 70. výročí ukončení druhé světové války a uctění památky padlých vojáků.
2015-01-30 00:04:00,cz/clanky/projev-prezidenta-republiky-pri-tiskove-konferenci-k-ukonceni-navstevy-stredoceskeho-kraje-341415.htm,Projev prezidenta republiky při tiskové konferenci k ukončení návštěvy Středočeského kraje
2015-01-28 00:04:00,cz/clanky/projev-prezidenta-republiky-pri-setkani-s-krajskými-zastupiteli-665096.htm,Projev prezidenta republiky při setkání s krajskými zastupiteli
2015-01-23 00:04:00,cz/clanky/projev-prezidenta-republiky-pri-vyhlaseni-22-rocniku-souteze-„manazer-roku-2014“-446758.htm,Projev prezidenta republiky při vyhlášení 22. ročníku soutěže „Manažer roku 2014“
2015-01-20 00:04:00,cz/clanky/projev-prezidenta-republiky-pri-zahajeni-zofinskeho-fora-131907.htm,Projev prezidenta republiky při zahájení Žofínského fóra
2015-01-15 00:04:00,cz/clanky/projev-prezidenta-republiky-pri-tiskove-konferenci-k-ukonceni-navstevy-karlovarskeho-kraje-840716.htm,Projev prezidenta republiky při tiskové konferenci k ukončení návštěvy Karlovarského kraje
2015-01-13 00:04:00,cz/clanky/projev-prezidenta-republiky-pri-setkani-se-zastupiteli-karlovarskeho-kraje-461102.htm,Projev prezidenta republiky při setkání se zastupiteli Karlovarského kraje
2015-01-26 00:03:00,cz/clanky/projev-prezidenta-republiky-pri-tiskove-konferenci-k-ukonceni-navstevy-libereckeho-kraje.htm,Projev prezidenta republiky při tiskové konferenci k ukončení návštěvy Libereckého kraje
2015-01-24 00:03:00,cz/clanky/projev-prezidenta-republiky-pri-setkani-se-cleny-zastupitelstva-libereckeho-kraje-725341.htm,Projev prezidenta republiky při setkání se členy zastupitelstva Libereckého kraje
2015-01-06 00:03:00,cz/clanky/projev-prezidenta-republiky-pri-tiskove-konferenci-k-ukonceni-navstevy-plzenskeho-kraje-609529.htm,Projev prezidenta republiky při tiskové konferenci k ukončení návštěvy Plzeňského kraje
2015-01-04 00:03:00,cz/clanky/projev-prezidenta-republiky-pri-setkani-s-krajskými-zastupiteli-v-plzni-565878.htm,Projev prezidenta republiky při setkání s krajskými zastupiteli v Plzni
2015-01-04 00:03:00,cz/clanky/projev-prezidenta-republiky-pri-besede-se-studenty-stredni-prumyslove-skoly-elektrotechnicke-v-plzni-762034.htm,Projev prezidenta republiky při besedě se studenty Střední průmyslové školy elektrotechnické v Plzni
2015-01-25 00:02:00,cz/clanky/projev-prezidenta-republiky-pri-prijeti-vitezu-souteze-„vesnice-roku-2014“-483151.htm,Projev prezidenta republiky při přijetí vítězů soutěže „Vesnice roku 2014“
2015-01-20 00:02:00,cz/clanky/projev-prezidenta-republiky-k-ukonceni-navstevy-kralovehradeckeho-kraje-639690.htm,Projev prezidenta republiky k ukončení návštěvy Královéhradeckého kraje
2015-01-18 00:02:00,cz/clanky/projev-prezidenta-republiky-pri-setkani-se-cleny-zastupitelstva-kralovehradeckeho-kraje-570487.htm,Projev prezidenta republiky při setkání se členy zastupitelstva Královéhradeckého kraje
2015-01-18 00:02:00,cz/clanky/projev-prezidenta-republiky-pri-setkani-s-obcany-mesta-dobruska-711881.htm,Projev prezidenta republiky při setkání s občany města Dobruška
2015-01-04 00:02:00,cz/clanky/projev-prezidenta-republiky-k-ukonceni-navstevy-usteckeho-kraje-170772.htm,Projev prezidenta republiky k ukončení návštěvy Ústeckého kraje
2015-01-02 00:02:00,cz/clanky/projev-prezidenta-republiky-pri-setkani-s-krajskými-zastupiteli-343198.htm,Projev prezidenta republiky při setkání s krajskými zastupiteli
2015-01-27 00:01:00,cz/clanky/projev-prezidenta-republiky-milose-zemana-pri-zahajeni-mezinarodniho-fora-„let-my-people-live“-76501.htm,Projev prezidenta republiky Miloše Zemana při zahájení mezinárodního fóra „Let My People Live!“
2015-01-26 00:01:00,cz/clanky/projev-prezidenta-republiky-milose-zemana-na-slavnostni-veceri-poradane-evropským-zidovským-kongresem.htm,Projev prezidenta republiky Miloše Zemana na slavnostní večeři pořádané Evropským židovským kongresem
2015-01-14 00:01:00,cz/clanky/projev-prezidenta-republiky-na-tiskove-konferenci-pri-ukonceni-navstevy-pardubickeho-kraje-416920.htm,Projev prezidenta republiky na tiskové konferenci při ukončení návštěvy Pardubického kraje
2015-01-12 00:01:00,cz/clanky/projev-prezidenta-republiky-pri-setkani-s-krajskými-zastupiteli-725819.htm,Projev prezidenta republiky při setkání s krajskými zastupiteli
2014-01-12 00:12:00,cz/clanky/projev-prezidenta-republiky-pri-prvnim-plenarnim-jednani-setkani-v4-236591.htm,Projev prezidenta republiky při Prvním plenárním jednání setkání V4
2014-01-12 00:12:00,cz/clanky/projev-prezidenta-republiky-pri-tiskove-konferenci-po-setkani-v4--44384.htm,Projev prezidenta republiky při tiskové konferenci po setkání V4 
2014-01-11 00:12:00,cz/clanky/projev-prezidenta-republiky-pri-prvnim-plenarnim-jednani-setkani-v4-432882.htm,Projev prezidenta republiky při Prvním plenárním jednání setkání V4
2014-01-10 00:12:00,cz/clanky/projev-prezidenta-republiky-pri-jmenovani-ustavniho-soudce-davida-uhlire-856592.htm,Projev prezidenta republiky při jmenování ústavního soudce Davida Uhlíře
2014-01-03 00:12:00,cz/clanky/projev-prezidenta-republiky-pri-setkani-s-obcany-lednice--187656.htm,Projev prezidenta republiky při setkání s občany Lednice 
2014-01-03 00:12:00,cz/clanky/projev-prezidenta-republiky-k-ukonceni-navstevy-jihomoravskeho-kraje-553535.htm,Projev prezidenta republiky k ukončení návštěvy Jihomoravského kraje
2014-01-02 00:12:00,cz/clanky/projev-prezidenta-republiky-behem-setkani-s-predstaviteli-mesta-zidlochovice-697849.htm,Projev prezidenta republiky během setkání s představiteli města Židlochovice
2014-01-02 00:12:00,cz/clanky/projev-prezidenta-republiky-pri--predani-cen-jihomoravskeho-kraje-980193.htm,Projev prezidenta republiky při  předání Cen Jihomoravského kraje
2014-01-01 00:12:00,cz/clanky/projev-prezidenta-republiky-pri-setkani-s-krajskými-zastupiteli.htm,Projev prezidenta republiky při setkání s krajskými zastupiteli
2014-01-01 00:12:00,cz/clanky/projev-prezidenta-republiky-behem-setkani-s-obcany-blanska-708671.htm,Projev prezidenta republiky během setkání s občany Blanska
2014-01-19 00:11:00,cz/clanky/projev-prezidenta-republiky-behem-velitelskeho-shromazdeni-ridicich-funkcionaru-resortu-ministerstva-obrany-144262.htm,Projev prezidenta republiky během velitelského shromáždění řídících funkcionářů resortu Ministerstva obrany
2014-01-19 00:11:00,cz/clanky/projev-prezidenta-republiky-pri-tiskove-konferenci-s-marcelem-chladkem-ministrem-skolstvi-mladeze-a-telovýchovy.htm,"Projev prezidenta republiky při tiskové konferenci s Marcelem Chládkem, ministrem školství, mládeže a tělovýchovy"
2014-01-17 00:11:00,cz/clanky/projev-prezidenta-republiky-pri-odhaleni-pametni-desky-k-25-výroci-udalosti-17-listopadu-1989-na-albertove-213087.htm,Projev prezidenta republiky při odhalení pamětní desky k 25. výročí události 17. listopadu 1989 na Albertově
2014-01-16 00:11:00,cz/clanky/projev-prezidenta-republiky-na-oslavach-25-výroci-sametove-revoluce-v-bratislave-334603.htm,Projev prezidenta republiky na oslavách 25. výročí sametové revoluce v Bratislavě
2014-01-13 00:11:00,cz/clanky/projev-prezidenta-republiky-na-konferenci-„25-let-svobodneho-podnikani“-924531.htm,Projev prezidenta republiky na konferenci „25 let svobodného podnikání“
2014-01-13 00:11:00,cz/clanky/projev-prezidenta-republiky-na-„dni-podnikatelu-2014“-456328.htm,Projev prezidenta republiky na „Dni podnikatelů 2014“
2014-01-12 00:11:00,cz/clanky/projev-prezidenta-republiky-pri-setkani-se-zamestnanci-tatra-trucks-as-441139.htm,Projev prezidenta republiky při setkání se zaměstnanci Tatra Trucks a.s.
2014-01-12 00:11:00,cz/clanky/projev-prezidenta-republiky-pri-setkani-s-obcany-koprivnice-71229.htm,Projev prezidenta republiky při setkání s občany Kopřivnice
2014-01-12 00:11:00,cz/clanky/projev-prezidenta-republiky-na-tiskove-konferenci-pri-ukonceni-navstevy-moravskoslezskeho-kraje.htm,Projev prezidenta republiky na tiskové konferenci při ukončení návštěvy Moravskoslezského kraje
2014-01-11 00:11:00,cz/clanky/projev-prezidenta-republiky-pri-setkani-s-obcany-krnova-506639.htm,Projev prezidenta republiky při setkání s občany Krnova
2014-01-10 00:11:00,cz/clanky/projev-prezidenta-republiky-pri-setkani-se-cleny-rady-a-zastupitelstva-moravskoslezskeho-kraje-505501.htm,Projev prezidenta republiky při setkání se členy rady a zastupitelstva Moravskoslezského kraje
2014-01-10 00:11:00,cz/clanky/projev-prezidenta-republiky-pri-setkani-se-zamestnanci--nemocnice-s-poliklinikou-havirov-915001.htm,Projev prezidenta republiky při setkání se zaměstnanci  Nemocnice s poliklinikou Havířov
2014-01-28 00:10:00,cz/clanky/projev-prezidenta-republiky-pri-slavnostni-prisaze-vojaku-armady-ceske-republiky-473717.htm,Projev prezidenta republiky při slavnostní přísaze vojáků Armády České republiky
2014-01-28 00:10:00,cz/clanky/projev-prezidenta-republiky-pri-jmenovani-nových-generalu-309064.htm,Projev prezidenta republiky při jmenování nových generálů
2014-01-28 00:10:00,cz/clanky/projev-prezidenta-republiky-behem-slavnostniho-ceremonialu-udeleni-statniho-vyznamenani-ceske-republiky-v-trunnim-sale-811011.htm,Projev prezidenta republiky během slavnostního ceremoniálu udělení státního vyznamenání České republiky v Trůnním sále
2014-01-28 00:10:00,cz/clanky/projev-prezidenta-republiky-behem-slavnostniho-ceremonialu-udeleni-statniho-vyznamenani-ceske-republiky-ve-vladislavskem-sale-109368.htm,Projev prezidenta republiky během slavnostního ceremoniálu udělení státního vyznamenání České republiky ve Vladislavském sále
2014-01-20 00:10:00,cz/clanky/projev-prezidenta-republiky-behem-tiskove-konference-na-uradu-vlady-cr-393365.htm,Projev prezidenta republiky během tiskové konference na Úřadu vlády ČR
2014-01-09 00:10:00,cz/clanky/projev-prezidenta-republiky-behem-navstevy-lipska-184320.htm,Projev prezidenta republiky během návštěvy Lipska
2014-01-07 00:10:00,cz/clanky/projev-prezidenta-republiky-u-prilezitosti-oslavy-70-narozenin-19391.htm,Projev prezidenta republiky u příležitosti oslavy 70. narozenin
2014-01-29 00:09:00,cz/clanky/projev-prezidenta-republiky-na-56-mezinarodnim-strojirenskem-veletrhu-v-brne-526449.htm,Projev prezidenta republiky na 56. mezinárodním strojírenském veletrhu v Brně
2014-01-26 00:09:00,cz/clanky/projev-prezidenta-republiky-na-konferenci-dialog-civilizaci-na-reckem-ostrove-rhodos-387104.htm,Projev prezidenta republiky na konferenci Dialog civilizací na řeckém ostrově Rhodos
2014-01-24 00:09:00,cz/clanky/projev-prezidenta-republiky-na-setkani-starostu-98325.htm,Projev prezidenta republiky na setkání starostů
2014-01-24 00:09:00,cz/clanky/projev-prezidenta-republiky-behem-setkani-s-obcany-otrokovic-780657.htm,Projev prezidenta republiky během setkání s občany Otrokovic
2014-01-23 00:09:00,cz/clanky/projev-prezidenta-republiky-behem-setkani-s-obcany-valasskeho-mezirici-200399.htm,Projev prezidenta republiky během setkání s občany Valašského Meziříčí
2014-01-22 00:09:00,cz/clanky/projev-prezidenta-republiky-pri-setkani-se-studenty-univerzity-tomase-bati-ve-zline-650764.htm,Projev prezidenta republiky při setkání se studenty Univerzity Tomáše Bati ve Zlíně
